Date,Actual,ARIMA,RF,Prophet
2024-01-02,48.14657211303711,48.14657211303711,48.14657211303711,51.10347470972364
2024-01-03,47.54784393310547,47.54784393310547,47.54784393310547,52.24896018283061
2024-01-04,47.97665023803711,47.97665023803711,47.97665023803711,52.96301651590772
2024-01-05,49.075157165527344,49.075157165527344,49.075157165527344,53.44760851949514
2024-01-08,52.229759216308594,52.229759216308594,52.229759216308594,55.61546277966713
2024-01-09,53.11636352539063,54.505702316776684,53.11636352539063,56.23528867421535
2024-01-10,54.325828552246094,53.54743253986018,54.325828552246094,57.20606826889838
2024-01-11,54.79761505126953,54.97075879332301,54.79761505126953,57.71262686708579
2024-01-12,54.68566131591797,55.14236673201594,54.68566131591797,57.96003780285934
2024-01-16,56.3569221496582,54.60586353893081,56.3569221496582,59.5990600017121
2024-01-17,56.02806854248047,56.75541107357038,56.627786788940426,60.26397173709151
2024-01-18,57.08160018920898,56.10070611796152,57.29887334823607,60.47162212440571
2024-01-19,59.46453857421875,56.78818868968098,58.979749851226806,60.43472871094479
2024-01-22,59.62746810913086,60.472152212281,59.693823184967044,61.06751731591383
2024-01-23,59.84637069702149,59.67674227012758,59.989126701354984,61.22724119913241
2024-01-24,61.3347053527832,59.93411045757297,60.98602115631103,61.784286915297216
2024-01-25,61.58959197998047,61.84475695262856,61.401760730743405,61.93487004935657
2024-01-26,61.00385284423828,61.65625819759431,61.24025747299194,61.89432205069184
2024-01-29,62.43721771240234,60.8930780105178,62.24864456176758,62.84203970620472
2024-01-30,62.746070861816406,61.90726058596211,62.60522148132324,63.20997472675505
2024-01-31,61.499629974365234,62.69035958412948,62.29430215835571,64.02059258465852
2024-02-01,62.998966217041016,61.80807693173528,63.65563903808594,64.46436030537853
2024-02-02,66.13057708740234,62.16556565052173,66.16944770812988,64.74969791693144
2024-02-05,69.3011703491211,67.17550620817842,68.31085265477498,66.78843707872447
2024-02-06,68.19265747070312,71.55645456645236,68.19943342208862,67.52713897219303
2024-02-07,70.06781005859375,67.70499827951295,69.44374242782592,68.69602178984333
2024-02-08,69.61001586914062,70.53388732650579,69.99271411641438,69.47603852541693
2024-02-09,72.10092163085938,69.93901292981575,71.01177041625976,70.06653280267096
2024-02-12,72.21586608886719,70.59054003316818,72.10746843274434,72.75507525139676
2024-02-13,72.0959243774414,72.19372039423794,71.95345401763916,73.60084194248132
2024-02-14,73.86712646484375,72.10923639124773,73.33470464706421,74.81484745103614
2024-02-15,72.62567901611328,73.91232144538054,72.58815645217895,75.57600515128016
2024-02-16,72.58069610595703,73.33398756207022,72.6676671218872,76.08323728276422
2024-02-20,69.42111206054688,72.59913878668992,72.13615728378296,78.68851737926245
2024-02-21,67.4419937133789,70.58716425202718,70.18065802192689,79.5464385676338
2024-02-22,78.50306701660156,66.51040531178917,75.74157889366148,79.91657806984162
2024-02-23,78.78193664550781,75.0310319365276,77.76152824486626,80.00690307277492
2024-02-26,79.05682373046875,78.76008001235036,78.89447796951778,80.77170220578563
2024-02-27,78.6659927368164,79.02334017414101,78.81668839602999,80.88317052693903
2024-02-28,77.62845611572266,78.62717005895097,77.90333828017825,81.34329213378346
2024-02-29,79.07681274414062,77.00610527416063,78.89575476967342,81.34800680261004
2024-03-01,82.24240112304688,78.25576575801172,80.63865081853716,81.11320988937777
2024-03-04,85.19908142089844,83.87120245768376,82.79089019864014,81.20567206510903
2024-03-05,85.92979431152344,87.31255513341641,85.64613199092341,81.20735263064056
2024-03-06,88.66470336914062,86.44672774182386,86.33091711670312,81.61761572208705
2024-03-07,92.63211822509766,90.84829980794905,90.86322326473963,81.63164079204866
2024-03-08,87.49317169189453,95.89626722991154,88.80740381208366,81.46297549930355
2024-03-11,85.73987579345703,88.57584045898777,86.51031044428551,82.04939416439608
2024-03-12,91.87642669677734,85.75649696228375,89.92981603526383,82.29283870270362
2024-03-13,90.85183715820312,89.20443210695679,90.69213396289184,82.9702370787851
2024-03-14,87.90900421142578,90.99456286038469,89.04901278016251,83.26784306208488
2024-03-15,87.80204010009766,88.71790188277718,87.57702372215198,83.38995222683512
2024-03-18,88.4197998046875,87.81664087676634,87.84536307367702,84.79995008121833
2024-03-19,89.36243438720703,88.60117946105571,89.29944707831316,85.27304020093206
2024-03-20,90.33604431152344,89.62585051008175,89.83768377920181,86.14516400245853
2024-03-21,91.39861297607422,91.11562879026752,90.57722422685009,86.59662872565819
2024-03-22,94.2514877319336,92.43467091400598,92.9384736858924,86.5673686904433
2024-03-25,94.96418762207033,96.6838683294566,93.87543447603501,87.22441677822836
2024-03-26,92.524169921875,95.33770418849225,93.14672074590412,87.3458549685656
2024-03-27,90.21408081054688,91.87827731243408,92.67840300310172,87.81918694910625
2024-03-28,90.3200454711914,89.04330886997074,91.6027760756174,87.82874644077751
2024-04-01,90.32704162597656,90.3474029824608,90.3364324287408,87.41730195874587
2024-04-02,89.4164047241211,90.33163409065459,90.89364585618763,87.23903841804267
2024-04-03,88.92859649658203,89.5613461408426,90.94215736365278,87.41357137099182
2024-04-04,85.87081146240234,88.73160385684082,87.91907700169978,87.13390063809324
2024-04-05,87.97297668457031,84.37782059548647,87.62234337867449,86.61333842867862
2024-04-08,87.09832763671875,87.25920818667096,87.40718053567865,85.82132148088398
2024-04-09,85.32002258300781,87.44298611564582,86.2209196715414,85.51554165746545
2024-04-10,87.00436401367188,86.49893395686765,87.0802843303992,85.6117544351834
2024-04-11,90.5799331665039,86.19611847536916,88.99978038300107,85.30593421317874
2024-04-12,88.15090942382812,92.06081394643734,89.07609642707574,84.8130694120033
