Date,Actual,ARIMA,RF,Prophet
2024-01-02,149.92999267578125,149.92999267578125,149.92999267578125,143.44276058493946
2024-01-03,148.47000122070312,148.47000122070312,148.47000122070312,144.28557830756216
2024-01-04,144.57000732421875,144.57000732421875,144.57000732421875,144.79684395525646
2024-01-05,145.24000549316406,145.24000549316406,145.24000549316406,145.3594440033396
2024-01-08,149.10000610351562,149.10000610351562,149.10000610351562,148.49686292965148
2024-01-09,151.3699951171875,150.0172544621849,151.3699951171875,149.6562884607479
2024-01-10,153.72999572753906,152.1835335423406,153.72999572753906,150.94091175800185
2024-01-11,155.17999267578125,155.2686539412636,155.17999267578125,151.86522980005472
2024-01-12,154.6199951171875,156.5291967785711,154.6199951171875,152.79996698570145
2024-01-16,153.16000366210938,154.2048579960609,153.16000366210938,157.98149678791617
2024-01-17,151.7100067138672,152.21489493974056,152.9702540588379,159.3028002726075
2024-01-18,153.5,150.9724048771222,153.7334006500244,160.1834224123534
2024-01-19,155.33999633789062,153.5983002208382,154.93494789123534,160.99436283090273
2024-01-22,154.77999877929688,155.98606713471145,155.17084884643555,164.08102353698135
2024-01-23,156.02000427246094,154.80107561415414,155.98460243225097,164.95206032474385
2024-01-24,156.8699951171875,156.35440692309052,156.46564712524415,165.8178375471152
2024-01-25,157.75,156.70002696057435,158.16899909973145,166.20072077211395
2024-01-26,159.1199951171875,158.0667754968985,159.75887597147624,166.4820678133643
2024-01-29,161.25999450683594,160.43476307628353,160.28597080230713,167.89692154416863
2024-01-30,159.0,163.28096419579842,159.4732987467448,168.21849394380533
2024-01-31,155.1999969482422,159.16546455426388,157.10554725646972,168.55520672015714
2024-02-01,159.27999877929688,153.64544858824868,159.77124839782715,168.43806456643534
2024-02-02,171.80999755859375,157.6700417613733,167.59880371384395,168.25594154522497
2024-02-05,170.30999755859375,178.3583862162258,170.43529527006066,168.55516846770777
2024-02-06,169.14999389648438,170.19605428056826,170.00315048160243,168.60782813035334
2024-02-07,170.52999877929688,168.9552173635843,169.96474961088427,168.7291739185094
2024-02-08,169.83999633789062,169.98941720762977,170.46326946932578,168.44936282538703
2024-02-09,174.4499969482422,169.9583453214175,172.30808476922658,168.1551632055449
2024-02-12,172.33999633789062,171.7235387109952,173.1914808434476,168.38496222244888
2024-02-13,168.63999938964844,173.37614911773892,170.18375221539708,168.48722007779867
2024-02-14,170.97999572753906,169.1696380516832,170.75062699935552,168.68518631797608
2024-02-15,169.8000030517578,170.141696761957,170.766908742599,168.5031090073345
2024-02-16,169.50999450683594,169.96801553617055,170.55582497091342,168.32194349824562
2024-02-20,167.0800018310547,169.75692087661076,169.08802322414925,169.15662490139988
2024-02-21,168.58999633789062,167.9374024552547,168.62424196397689,169.47276856777296
2024-02-22,174.5800018310547,168.11708527308613,172.7660109102625,169.40063078799548
2024-02-23,174.99000549316406,176.44056167196186,174.40861849356793,169.3200878971935
2024-02-26,174.72999572753906,175.0553455091796,174.65263136399227,170.17609462952953
2024-02-27,173.5399932861328,174.66468589638976,174.34631953742155,170.47195177638136
2024-02-28,173.16000366210938,173.22138561936447,174.2571275312378,170.85420126569008
2024-02-29,176.75999450683594,173.029995998974,175.7152453070499,170.84791602316025
2024-03-01,178.22000122070312,176.34227917030023,177.24289290020158,170.835934052427
2024-03-04,177.5800018310547,178.58860520503075,177.31848770725463,171.94218174348592
2024-03-05,174.1199951171875,177.48029698170515,175.44576499188145,172.3441188585094
2024-03-06,173.50999450683594,172.00483602460378,174.49274456257058,172.84634255662155
2024-03-07,176.82000732421875,173.3810640340711,176.317526414626,172.97439041414606
2024-03-08,175.35000610351562,177.23768818840307,175.9267231202162,173.11072343574403
2024-03-11,171.9600067138672,175.74634818047198,173.98095223286563,174.72863449282508
2024-03-12,175.38999938964844,172.29305506958826,174.3690602932737,175.31324424576636
2024-03-13,176.55999755859375,173.6791297415838,175.821057764559,175.99714246433305
2024-03-14,178.75,176.45709592306105,177.50776516573802,176.3006509856927
2024-03-15,174.4199981689453,178.21021843203104,176.21063995565402,176.60056218150223
2024-03-18,174.47999572753906,175.23361097562488,174.51613152446515,178.57828620823665
2024-03-19,175.89999389648438,174.465447851324,176.00298136854153,179.21976169175693
2024-03-20,178.14999389648438,175.34939397177436,176.8573863183323,179.92023894993417
2024-03-21,178.14999389648438,178.91969870457626,177.20116085056208,180.04070689273868
2024-03-22,178.8699951171875,178.14999389648804,177.28571429424434,180.10977704987468
2024-03-25,179.7100067138672,179.20411984249742,179.2149000728025,181.09293351424688
2024-03-26,178.3000030517578,179.94714021307317,178.51346329385177,181.3038002820738
2024-03-27,179.8300018310547,178.70156836772884,178.4747999460318,181.52849924980646
2024-03-28,180.3800048828125,178.80717479818676,179.9838063334137,181.2879183957114
2024-04-01,180.97000122070312,180.13315150970288,181.11162687056935,180.63438932425032
2024-04-02,180.69000244140625,180.8194440895462,181.26514567610946,180.39853999667622
2024-04-03,182.4100036621093,180.5076742314541,182.11787714416724,180.18919286861112
2024-04-04,180.0,182.00503971866755,181.13860222363405,179.53832306167956
2024-04-05,185.07000732421875,182.0084834727442,183.04970117102494,178.83668000761182
2024-04-08,185.19000244140625,180.7591785430558,185.7080981628834,177.69571453064574
2024-04-09,185.6699981689453,185.1421681638847,186.27031199938924,177.3234757909794
2024-04-10,185.9499969482422,185.5036601379373,186.32225679600205,177.05743928474698
2024-04-11,189.0500030517578,185.98320926179807,187.24471814207797,176.43470203247372
2024-04-12,186.1300048828125,190.16300214210824,187.1245996270509,175.8493798016536
